number,year,vom,lat,lon,fungicide,insecticide,p_crop,tillage,hybrid_company,hybrid_name,SD,CHU,silk_CHU
624,2014,BDL,44.92201944,-75.20544167,.,.,corn,.,Dekalb,DKC50-78 RIB,5/13/2014,2975,.
625,2014,BDL,42.711354,-80.884054,.,.,soybean,.,Dekalb ,.,.,.,.
626,2014,0.6,42.170163,-82.593672,.,.,soybean,.,Pioneer,P0125,5/15/2014,3000,.
627,2014,0.6,42.199408,-82.717342,.,.,wheat,.,Dekalb ,.,6/2/2014,.,.
628,2014,BDL,42.711354,-80.884054,.,.,.,.,.,.,.,.,.
629,2014,1,42.702755,-81.078507,.,.,soybean,.,Dekalb ,.,5/15/2014,.,.
630,2014,1.1,42.711354,-80.884054,.,.,soybean,.,Dekalb ,.,5/19/2014,.,.
631,2014,10,42.4399,-81.889427,.,.,wheat,.,Dekalb ,DKC52-59,4/30/2014,3100,.
632,2014,1,42.266315,-81.944673,.,.,soybean,.,Pioneer ,P0474,5/28/2014,3100,.
633,2014,6,42.337808,-81.85198,.,.,wheat,.,Pioneer ,P0216 AM,5/10/2014,3100,.
634,2014,7.5,42.567274,-81.682143,.,.,soybean,.,Country farm ,CFR626,5/12/2014,3125,.
635,2014,BDL,45.14024,-75.63367,.,.,soybean,.,Pioneer,38M58,5/24/2014,2800,.
636,2014,BDL,44.8851,-75.48163,.,.,soybean,.,Pioneer,P9675,5/15/2014,2850,.
637,2014,1.1,45.195405,-76.105416,.,.,wheat,.,CROPLAN,3399,5/5/2014,2350,.
638,2014,BDL,45.27161,-75.85849,.,.,soybean,.,Pioneer,P9526 AM,5/8/2014,2775,.
639,2014,0.7,44.89649,-75.45975,.,.,soybean,.,Pioneer,P9526 AM,5/14/2014,2775,.
640,2014,BDL,44.92305,-75.50068,.,.,forage,.,CROPLAN,4099,5/19/2014,2950,.
641,2014,BDL,44.69999,-75.57122,.,.,soybean,.,Pioneer,M58,5/11/2014,2800,.
642,2014,0.5,45.28834,-75.44832,.,.,soybean,.,PRIDE seeds,A6928G2,5/8/2014,.,.
643,2014,BDL,45.31177,-75.71049,.,.,corn,.,Dekalb,DKC43-47,5/13/2014,2825,.
644,2014,BDL,45.183485,-76.114818,.,.,corn,.,Dekalb,DKC43-47,5/15/2014,2825,.
645,2014,1.7,43.263431,-80.222955,.,.,soybean,.,Dekalb,DKC46-82/ DKC48-12 RIB,5/16/2014,2900,.
646,2014,BDL,43.0354,-79.59472,.,.,soybean,.,PRIDE seeds,6757,6/4/2014,2950,.
647,2014,BDL,42.93358,-79.68554,.,.,.,.,Pioneer,P0216 AM,.,3100,.
648,2014,1,43.16137,-80.00385,.,.,soybean,.,Hyland,8315 RA,5/30/2014,2825,.
649,2014,BDL,42.94682,-79.38618,.,.,soybean,.,Pioneer,P0506,6/4/2014,3150,.
650,2014,BDL,43.13365,-79.77559,.,.,soybean,.,PRIDE seeds,A6757G8,6/5/2014,2950,.
651,2014,0.9,42.94682,-79.38618,.,.,soybean,.,Dekalb,DKC46-07,6/4/2014,2875,.
652,2014,BDL,43.104012,-79.473255,.,.,corn,.,PRIDE seeds,6419,6/6/2014,2825,.
653,2014,BDL,43.16491,-79.98231,.,.,soybean,.,Hyland,4398 RA,5/28/2014,2875,.
654,2014,BDL,42.93358,-79.68554,.,.,.,.,Pioneer,P0506,.,3150,.
655,2014,BDL,43.104012,-79.473255,.,.,corn,.,Dekalb,DKC46-07,6/6/2014,2875,.
656,2014,BDL,43.032513,-79.534594,.,.,soybean,.,PRIDE seeds,7188,6/4/2014,3050,.
657,2014,BDL,42.93363,-79.53941,.,.,forage,.,Maizex Seeds Inc.,MZ 4092 DBR,6/3/2014,2850,.
658,2014,BDL,42.94682,-79.38618,.,.,soybean,.,Pioneer,P0216 AM,6/4/2014,3100,.
659,2014,BDL,43.13332,-79.77393,.,.,soybean,.,PRIDE seeds,A5892G3,6/2/2014,.,.
660,2014,BDL,42.94682,-79.38618,.,.,soybean,.,Dekalb,DKC53-56,6/4/2014,2550,.
661,2014,BDL,42.94682,-79.38618,.,.,soybean,.,Hyland,8595 RA,6/4/2014,2875,.
662,2014,0.7,44.045007,-81.717358,.,.,soybean,.,PRIDE seeds,55-35,5/7/2014,.,.
663,2014,BDL,44.15252,-81.276088,.,.,soybean,.,PRIDE seeds,51-20,5/26/2014,2050,1335
664,2014,BDL,43.920685,-80.883622,.,.,corn,.,Dekalb ,DKC43-47,5/27/2014,2825,.
665,2014,BDL,,,.,.,.,.,.,.,.,.,.
666,2014,BDL,44.453532,-81.216092,.,.,wheat,.,Dekalb,DKC39-97 RIB,5/12/2014,2950,.
667,2014,BDL,44.420969,-81.407478,.,.,.,.,PRIDE seeds,A5433G3 RIB,.,2650,.
668,2014,4.3,44.073154,-81.586197,.,.,.,.,PRIDE seeds,A60-15,.,2800,.
669,2014,0.8,43.747961,-81.679709,.,.,corn,.,Dekalb,DKC46-07,5/31/2014,2875,.
670,2014,BDL,43.955465,-81.500128,.,.,.,.,.,.,.,.,.
671,2015,0.2,43.003969,-81.799435,.,.,.,.,Dekalb,DKC50-78,.,2975,.
672,2015,0.2,45.291634,-74.959302,.,.,.,.,Dekalb,DKC44-13,.,2850,.
673,2015,0.2,45.291634,-74.959302,.,.,.,.,Dekalb,DKC46-17,.,2875,.
674,2015,1.62,45.291634,-74.959302,.,.,.,.,Dekalb,DKC48-12,.,2940,.
675,2015,0.2,45.291634,-74.959302,.,.,.,.,Dekalb,DKC52-84,.,3100,.
676,2015,0.2,42.773096,-81.870385,.,.,.,.,PRIDE seeds,Pride A6757,.,2950,.
677,2015,0.2,43.82269,-80.528065,No,.,wheat,reduced,Pioneer,Pioneer P8622R,5/8/2015,2500,.
678,2015,0.54,42.870379,-81.073229,No,.,wheat,conventional,Dow,Dow 8552RA,5/11/2015,3100,.
679,2015,0.75,42.870379,-81.073229,No,.,wheat,conventional,Maizex Seeds Inc.,Maizex MZ 4640SMX,5/11/2015,2975,.
680,2015,0.2,42.870379,-81.073229,No,.,wheat,conventional,Pioneer,Pioneer P0216AM,5/11/2015,3100,.
681,2015,0.34,42.870379,-81.073229,No,.,wheat,conventional,Pioneer,Pioneer P9807AM,5/11/2015,2950,.
682,2015,0.2,43.661125,-81.392422,No,.,bean,reduced,Dow,Dow 8315RA,5/1/2015,2825,.
683,2015,0.2,43.661125,-81.392422,No,.,bean,reduced,Dekalb,DKC39-97RIB,5/1/2015,2700,.
684,2015,0.2,43.661125,-81.392422,No,.,bean,reduced,Maizex Seeds Inc.,Maizex MZ 4092DBR,5/1/2015,3050,.
685,2015,0.2,43.661125,-81.392422,No,.,bean,reduced,Pioneer,Pioneer P9224AM,5/1/2015,2675,.
686,2015,0.29,43.527255,-81.138401,No,.,wheat,conventional,NK Brand,NK N21J-3000GT,.,2675,.
687,2015,0.2,43.527255,-81.138401,No,.,soybean,reduced,NK Brand,NK N21J-3000GT,5/21/2015,2675,.
688,2015,0.2,45.086425,-75.225526,.,.,.,.,Dekalb,DKC48-12,.,2940,.
689,2015,0.2,45.07787,-75.214866,.,.,.,.,Dekalb,DKC46-07,.,2875,.
690,2015,1.42,45.086425,-75.225526,.,.,.,.,Dekalb,DKC46-82,.,2900,.
691,2015,0.9,43.081531,-80.41134,.,.,.,.,.,.,.,.,.
692,2015,1.55,44.998782,-75.260553,.,.,.,.,.,.,.,.,.
693,2015,0.24,43.695639,-81.567663,.,.,wheat,.,.,.,.,.,.
694,2015,1.3,43.245431,-80.394352,No,.,soybean,reduced,Maizex Seeds Inc.,Maizex MZ 4640,5/1/2015,3050,.
695,2015,0.92,42.5531,-82.148347,No,.,soybean,conventional,Dow,Dow 8552RA,5/1/2015,3100,.
696,2015,0.41,42.5531,-82.148347,No,.,soybean,conventional,Maizex Seeds Inc.,Maizex MZ 4640SMX,5/1/2015,2975,.
697,2015,0.2,42.5531,-82.148347,No,.,soybean,conventional,NK Brand,NK N63R 3000GT,5/1/2015,3325,.
698,2015,0.6,42.5531,-82.148347,No,.,soybean,conventional,Pioneer,Pioneer P0216AM,5/1/2015,3100,.
699,2015,0.2,43.645738,-80.403385,No,.,barley,reduced,Pioneer,Pioneer P9329,5/5/2015,2700,.
700,2015,1.38,43.275166,-81.462326,No,.,wheat,conventional,Dekalb,DKC50-78RIB,5/6/2015,2975,.
701,2015,0.2,43.275166,-81.462326,No,.,wheat,conventional,Maizex Seeds Inc.,Maizex MZ 4640SMX,5/6/2015,2975,.
702,2015,0.83,43.275166,-81.462326,No,.,wheat,conventional,Pioneer,Pioneer P0216AM,5/6/2015,3100,.
703,2015,0.68,43.275166,-81.462326,No,.,wheat,conventional,Pioneer,Pioneer P9807AM,5/6/2015,2950,.
704,2015,0.27,45.201288,-75.268592,.,.,.,.,Dekalb,DKC42-42,.,2800,.
705,2015,0.2,45.201288,-75.268592,.,.,.,.,Dekalb,DKC45-65,.,2875,.
706,2015,0.2,45.201288,-75.268592,.,.,.,.,Dekalb,DKC50-78,.,2975,.
707,2015,0.2,45.201288,-75.268592,.,.,.,.,Dekalb,DKC38-03,.,2650,.
708,2015,0.2,45.388171,-74.866191,.,.,forage,.,Pioneer,Pioneer P9675,.,2850,.
709,2015,0.2,45.40847,-74.791531,.,.,soybean,.,Pioneer,Pioneer P9644,.,2875,.
710,2015,3,43.133958,-80.81738,.,.,soybean,notill,.,.,5/7/2015,.,.
711,2015,0.38,43.100983,-81.457642,No,.,wheat,reduced,Dekalb,DKC50-78RIB,5/4/2015,2975,.
712,2015,0.2,43.100983,-81.457642,No,.,wheat,reduced,Maizex Seeds Inc.,Maizex MZ 4640SMX,5/4/2015,2975,.
713,2015,0.68,43.100983,-81.457642,No,.,wheat,reduced,Pioneer,Pioneer P0216AM,5/4/2015,3100,.
714,2015,0.49,43.100983,-81.457642,No,.,wheat,reduced,Pioneer,Pioneer P9807AM,5/4/2015,2950,.
715,2015,0.2,45.140665,-76.050582,.,.,.,.,Dekalb,DKC37-93,.,2650,.
716,2015,0.2,45.140665,-76.050582,.,.,.,.,Dekalb,DKC40-35,.,2725,.
717,2015,0.45,45.140665,-76.050582,.,.,.,.,Dekalb,DKC43-10,.,2800,.
718,2015,0.2,45.140665,-76.050582,.,.,.,.,Dekalb,DKC45-65,.,2875,.
719,2015,3.72,43.19187,-81.391671,.,.,wheat,reduced,.,.,.,.,.
720,2015,0.2,44.36259,-76.334995,.,.,.,.,Maizex Seeds Inc.,Maizex MZ 3522,.,2800,.
721,2015,0.2,44.36259,-76.334995,.,.,.,.,Maizex Seeds Inc.,Maizex MZ 3202,.,2775,.
722,2015,0.2,44.36259,-76.334995,.,.,.,.,Maizex Seeds Inc.,Maizex MZ 3484,.,2800,.
723,2015,0.2,45.105871,-74.651947,.,.,wheat,.,Dekalb,DKC43-10,.,2800,.
724,2015,3.15,43.19187,-81.391671,No,.,wheat,.,.,.,.,.,.
725,2015,0.21,42.858615,-81.564607,.,.,.,.,Dekalb,DKC50-78,.,2975,.
726,2015,0.7,43.62316,-80.834166,.,.,.,conventional,.,.,.,.,.
727,2015,1.17,43.236179,-80.813397,.,.,.,.,Maizex Seeds Inc.,Maizex MZ 4107,.,3050,.
728,2015,0.27,44.307063,-77.793396,.,.,.,.,Maizex Seeds Inc.,Maizex MZ 2988,.,2700,.
729,2015,0.23,44.307063,-77.793396,.,.,.,.,Maizex Seeds Inc.,Maizex MZ 3066,.,2750,.
730,2015,0.2,44.307063,-77.793396,.,.,.,.,Maizex Seeds Inc.,Maizex MZ 3202,.,2775,.
731,2015,1.65,43.156169,-80.778158,.,.,.,.,Maizex Seeds Inc.,Maizex MZ 4107,.,3050,.
732,2015,0.2,42.908323,-80.550346,.,.,.,.,Pioneer,Pioneer P0157,.,3000,.
733,2015,0.47,45.179333,-75.455912,.,.,.,.,Maizex Seeds Inc.,Maizex MZ 3484,.,2800,.
734,2015,0.2,42.812094,-80.196686,.,.,.,.,Maizex Seeds Inc.,Maizex MZ 4107,.,3050,.
735,2015,0.2,42.834106,-80.548206,.,.,corn,reduced,.,.,.,.,.
736,2015,0.2,42.518495,-81.709829,.,.,.,.,.,.,.,.,.
737,2015,0.2,44.939279,-75.197598,Yes,.,.,.,.,.,.,.,.
738,2015,0.2,44.928641,-75.196816,Yes,.,.,.,.,.,.,.,.
739,2015,0.2,44.928641,-75.196816,No,.,.,.,.,.,.,.,.
740,2015,0.2,44.939279,-75.197598,No,.,.,.,.,.,.,.,.
741,2015,0.2,42.78714,-80.855739,.,.,.,.,.,.,.,.,.
742,2015,1.77,42.827028,-80.702483,.,.,wheat,.,Pioneer,Pioneer P0157,.,3000,.
743,2015,0.2,43.334739,-80.790768,.,.,.,.,PRIDE seeds,Pride A6757G8,.,2950,.
744,2015,0.2,42.346983,-82.321506,No,.,soybean,reduced,Dow,Dow 8552RA,5/8/2015,3100,.
745,2015,0.2,42.346983,-82.321506,No,.,soybean,reduced,Maizex Seeds Inc.,Maizex MZ 4640SMX,5/8/2015,3150,.
746,2015,0.2,42.346983,-82.321506,No,.,soybean,reduced,NK Brand,NK N63R-3000GT,5/8/2015,3325,.
747,2015,0.2,42.346983,-82.321506,No,.,soybean,reduced,Pioneer,Pioneer P0126AM,5/8/2015,.,.
748,2015,2.5,45.022279,-75.247982,.,.,.,.,.,.,.,.,.
749,2015,0.2,42.771115,-80.687884,.,.,soybean,.,.,.,.,.,.
750,2015,0.2,43.8654,-81.295845,No,.,bean,reduced,Dekalb,DKC39-97,5/1/2015,2700,.
751,2015,0.2,43.8654,-81.295845,No,.,bean,reduced,Dow,Dow 8315,5/1/2015,2825,.
752,2015,0.2,43.8654,-81.295845,No,.,bean,reduced,Maizex Seeds Inc.,Maizex MZ 266X,5/1/2015,2650,.
753,2015,0.2,43.8654,-81.295845,No,.,bean,reduced,Pioneer,Pioneer P9224,5/1/2015,2675,.
754,2015,0.2,43.142644,-80.796082,No,.,soybean,reduced,Dekalb,DKC50-78RIB,5/7/2015,2975,.
755,2015,0.2,43.142644,-80.796082,No,.,soybean,reduced,Maizex Seeds Inc.,Maizex MZ 4640SMX,5/7/2015,2975,.
756,2015,0.2,43.142644,-80.796082,No,.,soybean,reduced,Pioneer,Pioneer P0216AM,5/7/2015,3100,.
757,2015,0.2,43.142644,-80.796082,No,.,soybean,reduced,Pioneer,Pioneer P9807AM,5/7/2015,2950,.
758,2016,0.2,42.453302,-81.881781,.,.,.,.,.,.,.,.,.
759,2016,0.2,42.056176,-82.510328,.,.,.,.,.,.,.,.,.
760,2016,0.2,42.632948,-81.742401,.,.,.,.,.,.,.,.,.
761,2016,0.2,42.5905,-81.616058,.,.,.,.,.,.,.,.,.
762,2016,0.57,42.234618,-82.483978,.,.,.,.,.,.,.,.,.
763,2016,0.2,43.13707,-81.912689,.,.,.,.,.,.,.,.,.
764,2016,0.2,43.717431,-80.467328,No,.,soybean,conventional,Dow,8315RA,5/10/2016,2825,.
765,2016,0.2,43.717431,-80.467328,No,.,soybean,conventional,Maizex Seeds Inc.,MZ 3208SMX,5/10/2016,.,.
766,2016,0.2,43.717431,-80.467328,No,.,soybean,conventional,NK Brand,N27P 3110A,5/10/2016,2800,.
767,2016,4.93,43.717431,-80.467328,No,.,soybean,conventional,Pioneer,P9188AM,5/10/2016,2650,.
768,2016,2.14,42.871351,-81.074398,No,.,soybean,conventional,Dow,8486RA,.,3000,.
769,2016,0.46,42.871351,-81.074398,No,.,soybean,conventional,Maizex Seeds Inc.,MZ 4343DBR,.,3100,.
770,2016,0.81,42.871351,-81.074398,No,.,soybean,conventional,Pioneer,P0216AM,.,3100,.
771,2016,2.94,42.871351,-81.074398,No,.,soybean,conventional,Pioneer,P9840AM,.,2925,.
772,2016,0.2,43.996474,-78.297649,.,.,.,.,.,.,.,.,.
773,2016,0.25,44.114321,-81.164575,.,.,.,.,.,.,.,.,.
774,2016,0.2,43.654257,-81.383345,No,.,soybean,reduced,Dow,8315RA,5/6/2016,2825,.
775,2016,4.58,43.654257,-81.383345,No,.,soybean,reduced,Dekalb,DKC49-72RIB,5/6/2016,2975,.
776,2016,2.82,43.654257,-81.383345,No,.,soybean,reduced,Maizex Seeds Inc.,MZ4092DBR,5/6/2016,3050,.
777,2016,4.21,43.654257,-81.383345,No,.,soybean,reduced,Pioneer,P9224AM,5/6/2016,2675,.
778,2016,0.67,43.527988,-81.138288,No,.,wheat,conventional,NK,.,.,.,.
779,2016,0.2,43.937033,-78.648735,.,.,.,conventional,Pioneer,P9188AM,.,2650,.
780,2016,0.2,43.948691,-80.902014,.,.,.,.,.,.,.,.,.
781,2016,0.2,45.169693,-75.6067429,No,.,wheat,reduced,Dekalb,DKC45-65RIB,4/29/2016,2875,.
782,2016,0.8,44.028134,-79.856299,.,.,wheat,conventional,.,.,.,.,.
783,2016,0.2,45.285184,-75.4557,No,.,soybean,conventional,Dekalb,DKC46-82,5/5/2016,2900,.
784,2016,0.2,45.332317,-76.290651,No,.,soybean,reduced,Dekalb,DKC43-47,5/3/2016,2825,.
785,2016,0.2,45.249984,-75.875685,No,.,soybean,conventional,Pioneer,P9188,4/29/2016,2650,.
786,2016,3.46,42.55655,-82.15161,No,.,soybean,conventional,Dow,8552,5/9/2016,3100,.
787,2016,5.61,42.55655,-82.15161,No,.,soybean,conventional,Maizex Seeds Inc.,MZ4670,5/9/2016,.,.
788,2016,0.2,42.55655,-82.15161,No,.,soybean,conventional,NK Brand,N66,5/9/2016,3375,.
789,2016,1.65,42.55655,-82.15161,No,.,soybean,conventional,Pioneer,P0216AM,5/9/2016,3100,.
790,2016,0.2,44.101833,-80.36891,No,.,wheat,conventional,PRIDE seeds,A5433G3RIB,5/11/2016,2650,.
791,2016,2.87,44.101833,-80.36891,No,.,wheat,conventional,Dekalb,DKC35-88RIB,5/11/2016,2600,.
792,2016,1.05,44.101833,-80.36891,No,.,wheat,conventional,Maizex Seeds Inc.,MZ2333DBR,5/11/2016,2550,.
793,2016,0.39,44.101833,-80.36891,No,.,wheat,conventional,Pioneer,P9188AMX,5/11/2016,2650,.
794,2016,0.37,44.6997604,-75.571022,No,.,soybean,reduced,Dekalb,DKC45-65RIB,5/5/2016,2875,.
795,2016,1.75,43.649285,-80.397748,No,.,wheat,conventional,Dow,8315RA,5/6/2016,2825,.
796,2016,2,43.649285,-80.397748,No,.,wheat,conventional,Dekalb,DKC46-17RIB,5/6/2016,2875,.
797,2016,1.67,43.649285,-80.397748,No,.,wheat,conventional,Legend,LR9574GT,5/6/2016,2300,.
798,2016,5.56,43.649285,-80.397748,No,.,wheat,conventional,Maizex Seeds Inc.,MZ2495DBR,5/6/2016,2500,.
799,2016,0.31,43.26932,-81.490128,No,.,wheat,conventional,Dekalb,DKC50-78RIB,5/24/2016,2975,.
800,2016,1.58,43.26932,-81.490128,No,.,wheat,conventional,Maizex Seeds Inc.,MZ4343DBR,5/24/2016,3100,.
801,2016,0.65,43.26932,-81.490128,No,.,wheat,conventional,Pioneer,P0216AM,5/24/2016,3100,.
802,2016,0.82,43.26932,-81.490128,No,.,wheat,conventional,Pioneer,P9840AM,5/24/2016,2900,.
803,2016,1.01,44.137389,-81.637055,.,.,.,.,.,.,.,.,.
804,2016,0.21,43.999957,-77.85888,No,.,wheat,reduced,Maizex Seeds Inc.,3515,4/29/2016,2900,.
805,2016,0.5,44.014603,-77.833204,No,.,wheat,reduced,Maizex and Pioneer,3515 and P0094,4/28/2016,2900,.
806,2016,4.21,43.756902,-80.814983,.,.,soybean,conventional,Maizex Seeds Inc.,MZ2988DBR,5/4/2016,2650,.
807,2016,0.47,45.431421,-76.354303,Yes,.,wheat,reduced,CROPLAN,3899VT2,5/5/2016,2875,.
808,2016,1,42.691947,-81.25204,Yes,.,soybean,conventional,Pioneer,P0506AM,5/3/2016,3150,.
809,2016,5.77,43.126701,-81.405818,No,.,wheat,conventional,Dekalb,DKC50-78RIB,5/10/2016,2975,.
810,2016,5.58,43.126701,-81.405818,No,.,wheat,conventional,Maizex Seeds Inc.,MZ4343DBR,5/10/2016,3100,.
811,2016,3,43.126701,-81.405818,No,.,wheat,conventional,Pioneer,P0216,5/10/2016,3100,.
812,2016,3.83,43.126701,-81.405818,No,.,wheat,conventional,Pioneer,P9840AM,5/10/2016,2925,.
813,2016,0.2,42.948981,-80.1151,.,.,soybean,conventional,Dekalb,DKC47-07,.,2375,.
814,2016,0.2,45.157919,-76.033576,Yes,.,soybean,reduced,Dekalb,DKC45-65,4/30/2016,2875,.
815,2016,0.29,43.201827,-81.39817,.,.,.,.,.,.,.,.,.
816,2016,1.16,44.122656,-77.026493,Yes,.,wheat,notill,Pioneer,P0157,4/24/2016,3000,.
817,2016,0.2,44.321852,-78.797962,No,.,soybean,reduced,Dekalb,DKC46-17RIB,5/20/2016,2875,.
818,2016,0.2,44.321852,-78.797962,No,.,soybean,reduced,Dow,8315RA,5/20/2016,2825,.
819,2016,0.6,44.321852,-78.797962,No,.,soybean,reduced,Legend,LR9574GT,5/20/2016,2300,.
820,2016,3.85,44.321852,-78.797962,No,.,soybean,reduced,Maizex Seeds Inc.,MZ2495DBR,5/20/2016,2500,.
821,2016,0.2,43.549621,-80.789807,.,.,.,conventional,Pioneer,P9224AM,.,2675,.
822,2016,5.3,42.853726,-81.547778,No,.,.,.,.,.,.,.,.
823,2016,1.23,42.855879,-81.891906,.,.,soybean,notill,.,.,.,.,.
824,2016,1.01,43.243962,-80.395259,.,.,soybean,reduced,Maizex Seeds Inc.,MZ4343,.,3100,.
825,2016,1.04,45.11414,-75.76017,.,.,.,.,Pioneer,P9644AM,.,2875,.
826,2016,2.04,42.760321,-82.124414,.,.,.,.,.,.,.,.,.
827,2016,0.3,43.900861,-80.152773,No,.,potato,conventional,PRIDE seeds,A5433G3RIB,5/3/2016,2650,.
828,2016,0.2,43.900861,-80.152773,No,.,potato,conventional,Dekalb,DKC35-88RIB,5/3/2016,2600,.
829,2016,0.2,43.900861,-80.152773,No,.,potato,conventional,Maizex Seeds Inc.,MZ2333DBR,5/3/2016,2550,.
830,2016,0.2,43.900861,-80.152773,No,.,potato,conventional,Pioneer,P9188AMX,5/3/2016,2650,.
831,2016,0.24,45.392268,-76.19035,No,.,wheat,reduced,PRIDE seeds,A5909G2 RIB,5/18/2016,2700,.
832,2016,0.2,44.39925,-79.965162,.,.,.,.,.,.,.,.,.
833,2016,0.33,45.248483,-75.025173,No,.,soybean,conventional,Elite,E63D17 R,5/5/2016,2775,.
834,2016,0.2,45.246564,-75.026439,No,.,soybean,conventional,Elite,E63D17 R,5/3/2016,2775,.
835,2016,1.81,42.453432,-81.879203,No,.,soybean,conventional,Dow,8552,5/6/2016,3100,.
836,2016,5.63,42.453432,-81.879203,No,.,soybean,conventional,Maizex Seeds Inc.,MZ4670,5/6/2016,.,.
837,2016,1.08,42.453432,-81.879203,No,.,soybean,conventional,NK Brand,N66,5/6/2016,3375,.
838,2016,0.97,42.453432,-81.879203,No,.,soybean,conventional,Pioneer,P0216,5/6/2016,3100,.
839,2016,0.2,42.833834,-80.549069,Yes,.,corn,reduced,Dekalb,DKC53-56,5/4/2016,2550,.
840,2016,0.28,45.332317,-76.290651,No,.,wheat,reduced,Dekalb,DKC46-17,4/29/2016,2875,.
841,2016,0.21,44.11687,-77.715116,.,.,.,.,.,.,.,.,.
842,2016,0.2,44.9885941,-75.2544758,No,.,soybean,reduced,Dekalb,DKC50-78,4/29/2016,2975,.
843,2016,0.2,44.9956131,-75.2595139,No,.,soybean,reduced,Dekalb,DKC50-78,4/29/2016,2975,.
844,2016,0.4,42.981115,-81.641405,No,.,wheat,notill,Dekalb,DKC50-78,5/23/2016,2975,.
845,2016,1.32,42.981853,-81.642414,No,.,soybean,notill,PRIDE seeds,A6757G8,5/24/2016,2950,.
846,2016,0.2,43.404357,-81.392513,.,.,.,.,.,.,.,.,.
847,2016,1.38,43.440153,-80.813138,.,.,wheat,conventional,Pioneer,P9840AM,.,2925,.
848,2016,0.2,44.266592,-79.744706,.,.,wheat,conventional,Pioneer,P9188AM,.,2650,.
849,2016,1.03,42.348886,-82.322552,No,.,.,.,Dow,8552,.,3100,.
850,2016,5.6,42.348886,-82.322552,No,.,.,.,Maizex Seeds Inc.,MZ4670,.,.,.
851,2016,3.27,42.348886,-82.322552,No,.,.,.,NK Brand,NK66,.,3375,.
852,2016,1.09,42.348886,-82.322552,No,.,.,.,Pioneer,P0216,.,3100,.
853,2016,0.28,44.285093,-77.218849,.,.,.,.,.,.,.,.,.
854,2016,0.2,45.093367,-75.220791,.,.,.,.,Pioneer,P9644AM,.,2875,.
855,2016,5.47,43.060155,-81.489183,Yes,.,soybean,conventional,Dekalb,DKC50-78,5/9/2016,2975,.
856,2016,3.74,42.925529,-81.824756,No,.,soybean,conventional,Dekalb,DKC54-11,5/9/2016,3150,.
857,2016,0.2,42.879001,-79.522409,Yes,.,soybean,reduced,Dekalb,DKC50-78,5/18/2016,2975,.
858,2016,0.2,44.070762,-77.471156,.,.,.,.,.,.,.,.,.
859,2016,0.35,42.625141,-81.461272,.,.,soybean,conventional,Maizex Seeds Inc.,MZ4640,5/12/2016,3200,.
860,2016,2.63,43.498799,-80.452592,No,.,wheat,conventional,Dow,8315RA,5/4/2016,2825,.
861,2016,1.16,43.498799,-80.452592,No,.,wheat,conventional,Dekalb,DKC49-72RIB,5/4/2016,2975,.
862,2016,0.2,43.498799,-80.452592,No,.,wheat,conventional,Maizex Seeds Inc.,MZ4092DBR,5/4/2016,3050,.
863,2016,1.3,43.498799,-80.452592,No,.,wheat,conventional,Pioneer,P9224AM,5/4/2016,2675,.
864,2016,4.09,43.220644,-81.163737,.,.,wheat,conventional,Dekalb,DKC46-17,.,2875,.
865,2016,0.73,44.018859,-78.925009,No,.,wheat,reduced,"Dekalb, Pioneer","DKC46-17, P9644AM",5/14/2016,2900,.
866,2016,3.62,42.879834,-80.81307,No,.,wheat,notill,Dekalb,DKC50-78,5/11/2016,2975,.
867,2016,0.2,45.060017,-75.339778,No,.,soybean,conventional,Dow,8315RA,5/4/2016,2825,.
868,2016,5.1,45.060017,-75.339778,No,.,soybean,conventional,Dekalb,DKC49-72,5/4/2016,2475,.
869,2016,0.2,45.060017,-75.339778,No,.,soybean,conventional,Maizex Seeds Inc.,MZ4092DBR,5/4/2016,3050,.
870,2016,0.2,45.060017,-75.339778,No,.,soybean,conventional,Pioneer,P9224AM,5/4/2016,2675,.
871,2016,2.83,43.850471,-81.252106,No,.,wheat,conventional,Dekalb,DKC46-17RIB,5/4/2016,2875,.
872,2016,0.2,43.850471,-81.252106,No,.,wheat,conventional,Dow,8315RA,5/4/2016,2825,.
873,2016,5.79,43.850471,-81.252106,No,.,wheat,conventional,Legend,LR9574,5/4/2016,2300,.
874,2016,4.62,43.850471,-81.252106,No,.,wheat,conventional,Maizex Seeds Inc.,MZ2495DBR,5/4/2016,2500,.
875,2016,1.63,43.14326,-80.795853,No,.,wheat,conventional,Dekalb,DKC50-78,5/10/2016,2975,.
876,2016,0.57,43.14326,-80.795853,No,.,wheat,conventional,Maizex Seeds Inc.,MZ4343,5/10/2016,3100,.
877,2016,0.2,43.14326,-80.795853,No,.,wheat,conventional,Pioneer,P0216,5/10/2016,3100,.
878,2016,2.06,43.14326,-80.795853,No,.,wheat,conventional,Pioneer,P9840,5/10/2016,2925,.
879,2017,0.54,42.568236,-81.94612,Yes,.,corn,conventional,.,P0157AMXT,5/15/2017,3050,.
880,2017,<0.2,42.568566,-82.012431,No,.,wheat,conventional,.,P0506AM,4/25/2017,3150,.
881,2017,4.42,42.023085,-82.555445,No,.,soybean,reduced,.,DKC57-75,5/17/2017,3250,.
882,2017,3.81,42.053652,-82.720831,No,.,soybean,notill,.,DKC61-89,5/13/2017,3325,.
883,2017,0.29,42.123334,-83.040092,Yes,.,soybean,conventional,.,P0825,5/15/2017,3250,.
